id,productId,region,units,soldAt
S-101966,P-1161,West,63,2024-04-01T00:00:00.000Z
S-101967,P-1114,Central,69,2024-03-14T00:00:00.000Z
S-101968,P-1050,West,40,2024-09-23T00:00:00.000Z
S-101969,P-1006,West,79,2024-04-26T00:00:00.000Z
S-101970,P-1120,Central,43,2024-03-19T00:00:00.000Z
S-101971,P-1061,South,26,2024-10-20T00:00:00.000Z
S-101972,P-1009,Central,41,2024-12-30T00:00:00.000Z
S-101973,P-1128,North,26,2024-10-30T00:00:00.000Z
S-101974,P-1020,South,61,2024-07-02T00:00:00.000Z
S-101975,P-1157,East,2,2024-12-30T00:00:00.000Z
S-101976,P-1069,Central,67,2024-12-12T00:00:00.000Z
S-101977,P-1002,Central,40,2024-08-29T00:00:00.000Z
S-101978,P-1145,South,25,2024-05-09T00:00:00.000Z
S-101979,P-1067,North,64,2024-10-29T00:00:00.000Z
S-101980,P-1198,North,23,2024-04-23T00:00:00.000Z
S-101981,P-1225,East,46,2024-11-12T00:00:00.000Z
S-101982,P-1099,South,75,2024-09-18T00:00:00.000Z
S-101983,P-1060,Central,6,2024-09-24T00:00:00.000Z
S-101984,P-1138,Central,58,2024-07-17T00:00:00.000Z
S-101985,P-1100,West,12,2024-05-16T00:00:00.000Z
S-101986,P-1194,Central,51,2024-03-12T00:00:00.000Z
S-101987,P-1012,West,24,2024-04-29T00:00:00.000Z
S-101988,P-1223,East,41,2024-05-10T00:00:00.000Z
S-101989,P-1181,East,49,2024-08-30T00:00:00.000Z
S-101990,P-1002,North,63,2024-11-05T00:00:00.000Z
S-101991,P-1060,West,42,2024-09-08T00:00:00.000Z
S-101992,P-1192,North,22,2024-10-21T00:00:00.000Z
S-101993,P-1018,East,65,2024-06-03T00:00:00.000Z
S-101994,P-1230,Central,62,2024-07-09T00:00:00.000Z
S-101995,P-1148,West,12,2024-04-20T00:00:00.000Z
S-101996,P-1002,West,4,2024-02-24T00:00:00.000Z
S-101997,P-1214,Central,37,2024-05-06T00:00:00.000Z
S-101998,P-1153,Central,79,2024-02-21T00:00:00.000Z
S-101999,P-1235,North,52,2024-08-19T00:00:00.000Z
S-102000,P-1021,West,44,2024-01-26T00:00:00.000Z
S-102001,P-1139,West,73,2024-09-05T00:00:00.000Z
S-102002,P-1110,South,29,2024-05-29T00:00:00.000Z
S-102003,P-1125,South,44,2024-02-03T00:00:00.000Z
S-102004,P-1156,North,6,2024-02-18T00:00:00.000Z
S-102005,P-1095,Central,7,2024-11-08T00:00:00.000Z
S-102006,P-1023,North,80,2024-06-17T00:00:00.000Z
S-102007,P-1049,North,31,2024-04-02T00:00:00.000Z
S-102008,P-1100,North,33,2024-04-03T00:00:00.000Z
S-102009,P-1179,West,72,2024-10-02T00:00:00.000Z
S-102010,P-1157,West,74,2024-01-19T00:00:00.000Z
S-102011,P-1044,East,3,2024-10-31T00:00:00.000Z
S-102012,P-1087,Central,55,2024-11-25T00:00:00.000Z
S-102013,P-1046,Central,26,2024-06-22T00:00:00.000Z
S-102014,P-1048,North,78,2024-01-17T00:00:00.000Z
S-102015,P-1007,West,15,2024-02-17T00:00:00.000Z
S-102016,P-1055,South,37,2024-07-24T00:00:00.000Z
S-102017,P-1135,North,59,2024-04-14T00:00:00.000Z
S-102018,P-1197,South,20,2024-06-26T00:00:00.000Z
S-102019,P-1165,North,48,2024-12-03T00:00:00.000Z
S-102020,P-1005,North,48,2024-01-25T00:00:00.000Z
S-102021,P-1117,South,73,2024-11-08T00:00:00.000Z
S-102022,P-1139,Central,69,2024-08-06T00:00:00.000Z
S-102023,P-1112,East,74,2024-06-12T00:00:00.000Z
S-102024,P-1061,North,77,2024-09-20T00:00:00.000Z
S-102025,P-1196,North,53,2024-06-01T00:00:00.000Z
S-102026,P-1152,South,50,2024-12-11T00:00:00.000Z
S-102027,P-1075,Central,51,2024-04-18T00:00:00.000Z
S-102028,P-1003,West,38,2024-10-23T00:00:00.000Z
S-102029,P-1002,East,16,2024-08-13T00:00:00.000Z
S-102030,P-1089,East,57,2024-10-08T00:00:00.000Z
S-102031,P-1210,South,11,2024-02-05T00:00:00.000Z
S-102032,P-1215,South,1,2024-04-17T00:00:00.000Z
S-102033,P-1111,East,7,2024-12-27T00:00:00.000Z
S-102034,P-1068,Central,3,2024-05-25T00:00:00.000Z
S-102035,P-1016,Central,17,2024-06-02T00:00:00.000Z
S-102036,P-1000,North,13,2024-09-27T00:00:00.000Z
S-102037,P-1047,North,64,2024-12-19T00:00:00.000Z
S-102038,P-1146,West,37,2024-04-25T00:00:00.000Z
S-102039,P-1076,West,33,2024-05-04T00:00:00.000Z
S-102040,P-1089,East,6,2024-03-02T00:00:00.000Z
S-102041,P-1169,Central,22,2024-05-15T00:00:00.000Z
S-102042,P-1160,Central,12,2024-12-15T00:00:00.000Z
S-102043,P-1092,Central,38,2024-10-26T00:00:00.000Z
S-102044,P-1034,West,1,2024-05-19T00:00:00.000Z
S-102045,P-1043,East,40,2024-05-05T00:00:00.000Z
S-102046,P-1013,North,40,2024-04-15T00:00:00.000Z
S-102047,P-1205,South,26,2024-07-22T00:00:00.000Z
S-102048,P-1142,East,76,2024-05-25T00:00:00.000Z
S-102049,P-1056,East,10,2024-07-19T00:00:00.000Z
S-102050,P-1143,North,62,2024-05-31T00:00:00.000Z
S-102051,P-1064,East,37,2024-01-06T00:00:00.000Z
S-102052,P-1235,Central,66,2024-06-20T00:00:00.000Z
S-102053,P-1095,Central,54,2024-04-24T00:00:00.000Z
S-102054,P-1204,Central,38,2024-11-27T00:00:00.000Z
S-102055,P-1074,Central,21,2024-12-16T00:00:00.000Z
S-102056,P-1201,North,42,2024-12-17T00:00:00.000Z
S-102057,P-1182,East,51,2024-10-15T00:00:00.000Z
S-102058,P-1178,East,43,2024-09-04T00:00:00.000Z
S-102059,P-1056,West,1,2024-08-09T00:00:00.000Z
S-102060,P-1088,Central,79,2024-09-13T00:00:00.000Z
S-102061,P-1041,West,4,2024-07-03T00:00:00.000Z
S-102062,P-1084,West,46,2024-10-22T00:00:00.000Z
S-102063,P-1045,South,25,2024-10-03T00:00:00.000Z
S-102064,P-1146,South,51,2024-08-01T00:00:00.000Z
S-102065,P-1161,East,30,2024-03-10T00:00:00.000Z
S-102066,P-1040,North,65,2024-09-02T00:00:00.000Z
S-102067,P-1198,East,29,2024-12-18T00:00:00.000Z
S-102068,P-1208,West,53,2024-04-13T00:00:00.000Z
S-102069,P-1139,West,57,2024-06-06T00:00:00.000Z
S-102070,P-1171,South,78,2024-12-26T00:00:00.000Z
S-102071,P-1212,South,54,2024-04-07T00:00:00.000Z
S-102072,P-1125,East,58,2024-10-09T00:00:00.000Z
S-102073,P-1014,West,6,2024-08-20T00:00:00.000Z
S-102074,P-1045,East,15,2024-08-15T00:00:00.000Z
S-102075,P-1085,South,73,2024-02-17T00:00:00.000Z
S-102076,P-1237,East,48,2024-10-10T00:00:00.000Z
S-102077,P-1119,East,12,2024-03-04T00:00:00.000Z
S-102078,P-1180,North,7,2024-02-17T00:00:00.000Z
S-102079,P-1022,North,47,2024-10-17T00:00:00.000Z
S-102080,P-1119,East,42,2024-07-26T00:00:00.000Z
S-102081,P-1165,East,1,2024-09-15T00:00:00.000Z
S-102082,P-1147,Central,60,2024-03-07T00:00:00.000Z
S-102083,P-1149,Central,1,2024-04-30T00:00:00.000Z
S-102084,P-1055,East,45,2024-01-05T00:00:00.000Z
S-102085,P-1136,Central,45,2024-04-07T00:00:00.000Z
S-102086,P-1193,North,40,2024-05-12T00:00:00.000Z
S-102087,P-1126,West,17,2024-01-02T00:00:00.000Z
S-102088,P-1111,Central,66,2024-10-27T00:00:00.000Z
S-102089,P-1131,West,17,2024-08-12T00:00:00.000Z
S-102090,P-1160,East,53,2024-11-12T00:00:00.000Z
S-102091,P-1164,West,78,2024-07-15T00:00:00.000Z
S-102092,P-1234,North,14,2024-07-08T00:00:00.000Z
S-102093,P-1171,West,63,2024-07-16T00:00:00.000Z
S-102094,P-1217,North,67,2024-05-23T00:00:00.000Z
S-102095,P-1094,South,67,2024-07-09T00:00:00.000Z
S-102096,P-1135,West,79,2024-05-06T00:00:00.000Z
S-102097,P-1190,West,74,2024-01-07T00:00:00.000Z
S-102098,P-1051,Central,77,2024-01-07T00:00:00.000Z
S-102099,P-1180,South,13,2024-06-25T00:00:00.000Z
S-102100,P-1112,Central,3,2024-03-04T00:00:00.000Z
S-102101,P-1180,Central,31,2024-10-10T00:00:00.000Z
S-102102,P-1073,South,63,2024-09-04T00:00:00.000Z
S-102103,P-1231,Central,13,2024-12-13T00:00:00.000Z
S-102104,P-1080,Central,22,2024-05-10T00:00:00.000Z
S-102105,P-1199,North,71,2024-02-10T00:00:00.000Z
S-102106,P-1011,East,3,2024-02-16T00:00:00.000Z
S-102107,P-1133,West,77,2024-04-11T00:00:00.000Z
S-102108,P-1101,West,21,2024-10-15T00:00:00.000Z
S-102109,P-1073,South,76,2024-06-12T00:00:00.000Z
S-102110,P-1227,East,10,2024-12-17T00:00:00.000Z
S-102111,P-1211,East,13,2024-09-23T00:00:00.000Z
S-102112,P-1187,North,50,2024-02-04T00:00:00.000Z
S-102113,P-1002,West,3,2024-12-26T00:00:00.000Z
S-102114,P-1137,West,78,2024-12-03T00:00:00.000Z
S-102115,P-1143,Central,4,2024-12-10T00:00:00.000Z
S-102116,P-1222,West,55,2024-05-30T00:00:00.000Z
S-102117,P-1163,West,49,2024-02-03T00:00:00.000Z
S-102118,P-1142,West,16,2024-11-05T00:00:00.000Z
S-102119,P-1151,East,13,2024-11-28T00:00:00.000Z
S-102120,P-1207,Central,41,2024-10-04T00:00:00.000Z
S-102121,P-1028,North,27,2024-06-01T00:00:00.000Z
S-102122,P-1095,East,77,2024-01-18T00:00:00.000Z
S-102123,P-1223,East,44,2024-11-03T00:00:00.000Z
S-102124,P-1204,East,67,2024-03-04T00:00:00.000Z
S-102125,P-1072,Central,78,2024-03-07T00:00:00.000Z
S-102126,P-1033,Central,45,2024-09-23T00:00:00.000Z
S-102127,P-1035,South,78,2024-12-26T00:00:00.000Z
S-102128,P-1206,West,54,2024-11-30T00:00:00.000Z
S-102129,P-1229,West,35,2024-09-29T00:00:00.000Z
S-102130,P-1135,South,24,2024-08-13T00:00:00.000Z
S-102131,P-1152,East,24,2024-09-12T00:00:00.000Z
S-102132,P-1171,West,76,2024-10-25T00:00:00.000Z
S-102133,P-1083,East,19,2024-09-27T00:00:00.000Z
S-102134,P-1011,South,19,2024-06-04T00:00:00.000Z
S-102135,P-1128,North,64,2024-03-20T00:00:00.000Z
S-102136,P-1037,Central,74,2024-08-30T00:00:00.000Z
S-102137,P-1102,South,45,2024-08-10T00:00:00.000Z
S-102138,P-1130,West,79,2024-04-24T00:00:00.000Z
S-102139,P-1216,South,29,2024-12-15T00:00:00.000Z
S-102140,P-1170,Central,55,2024-12-30T00:00:00.000Z
S-102141,P-1060,West,21,2024-12-23T00:00:00.000Z
S-102142,P-1088,South,7,2024-11-24T00:00:00.000Z
S-102143,P-1128,West,51,2024-11-05T00:00:00.000Z
S-102144,P-1176,North,1,2024-10-12T00:00:00.000Z
S-102145,P-1135,West,5,2024-01-20T00:00:00.000Z
S-102146,P-1136,West,77,2024-12-17T00:00:00.000Z
S-102147,P-1138,South,38,2024-04-05T00:00:00.000Z
S-102148,P-1013,Central,77,2024-02-08T00:00:00.000Z
S-102149,P-1205,South,8,2024-09-01T00:00:00.000Z
S-102150,P-1158,South,52,2024-01-29T00:00:00.000Z
S-102151,P-1175,West,18,2024-09-11T00:00:00.000Z
S-102152,P-1225,East,80,2024-05-27T00:00:00.000Z
S-102153,P-1222,South,62,2024-08-07T00:00:00.000Z
S-102154,P-1151,West,38,2024-01-20T00:00:00.000Z
S-102155,P-1205,East,63,2024-08-02T00:00:00.000Z
S-102156,P-1047,North,75,2024-03-09T00:00:00.000Z
S-102157,P-1237,Central,74,2024-09-22T00:00:00.000Z
S-102158,P-1190,West,71,2024-01-19T00:00:00.000Z
S-102159,P-1152,Central,25,2024-12-10T00:00:00.000Z
S-102160,P-1185,Central,30,2024-11-24T00:00:00.000Z
S-102161,P-1140,East,22,2024-07-26T00:00:00.000Z
S-102162,P-1052,North,31,2024-07-16T00:00:00.000Z
S-102163,P-1182,East,12,2024-03-15T00:00:00.000Z
S-102164,P-1137,Central,14,2024-05-27T00:00:00.000Z
S-102165,P-1029,South,46,2024-09-20T00:00:00.000Z
S-102166,P-1178,East,5,2024-07-28T00:00:00.000Z
S-102167,P-1050,West,35,2024-09-21T00:00:00.000Z
S-102168,P-1214,West,12,2024-02-17T00:00:00.000Z
S-102169,P-1078,Central,32,2024-03-08T00:00:00.000Z
S-102170,P-1167,West,38,2024-03-11T00:00:00.000Z
S-102171,P-1123,East,27,2024-12-25T00:00:00.000Z
S-102172,P-1014,South,49,2024-04-19T00:00:00.000Z
S-102173,P-1188,Central,30,2024-06-09T00:00:00.000Z
S-102174,P-1193,North,65,2024-01-10T00:00:00.000Z
S-102175,P-1222,North,10,2024-11-09T00:00:00.000Z
S-102176,P-1197,West,17,2024-09-15T00:00:00.000Z
S-102177,P-1184,West,48,2024-06-03T00:00:00.000Z
S-102178,P-1171,Central,26,2024-07-20T00:00:00.000Z
S-102179,P-1229,West,22,2024-01-08T00:00:00.000Z
S-102180,P-1112,North,76,2024-07-18T00:00:00.000Z
S-102181,P-1116,Central,3,2024-07-24T00:00:00.000Z
S-102182,P-1172,East,76,2024-02-12T00:00:00.000Z
S-102183,P-1194,West,16,2024-06-26T00:00:00.000Z
S-102184,P-1161,East,63,2024-06-06T00:00:00.000Z
S-102185,P-1103,South,18,2024-01-21T00:00:00.000Z
S-102186,P-1210,West,44,2024-06-12T00:00:00.000Z
S-102187,P-1037,East,36,2024-12-02T00:00:00.000Z
S-102188,P-1158,South,49,2024-09-12T00:00:00.000Z
S-102189,P-1065,West,49,2024-01-22T00:00:00.000Z
S-102190,P-1139,East,34,2024-11-02T00:00:00.000Z
S-102191,P-1239,North,75,2024-01-16T00:00:00.000Z
S-102192,P-1067,West,26,2024-01-03T00:00:00.000Z
S-102193,P-1159,West,32,2024-09-06T00:00:00.000Z
S-102194,P-1008,West,23,2024-03-17T00:00:00.000Z
S-102195,P-1156,Central,1,2024-08-16T00:00:00.000Z
S-102196,P-1138,North,55,2024-09-03T00:00:00.000Z
S-102197,P-1138,East,7,2024-09-24T00:00:00.000Z
S-102198,P-1040,South,80,2024-09-22T00:00:00.000Z
S-102199,P-1112,North,75,2024-07-06T00:00:00.000Z
S-102200,P-1131,North,22,2024-08-30T00:00:00.000Z
S-102201,P-1183,Central,80,2024-10-24T00:00:00.000Z
S-102202,P-1078,South,55,2024-06-10T00:00:00.000Z
S-102203,P-1064,East,11,2024-10-01T00:00:00.000Z
S-102204,P-1017,South,4,2024-06-03T00:00:00.000Z
S-102205,P-1221,Central,18,2024-01-14T00:00:00.000Z
S-102206,P-1064,South,67,2024-03-09T00:00:00.000Z
S-102207,P-1224,South,75,2024-01-15T00:00:00.000Z
S-102208,P-1164,North,20,2024-04-01T00:00:00.000Z
S-102209,P-1153,East,10,2024-07-12T00:00:00.000Z
S-102210,P-1109,North,28,2024-03-31T00:00:00.000Z
S-102211,P-1045,East,13,2024-08-04T00:00:00.000Z
S-102212,P-1048,Central,15,2024-02-07T00:00:00.000Z
S-102213,P-1042,South,45,2024-11-09T00:00:00.000Z
S-102214,P-1040,North,19,2024-02-18T00:00:00.000Z
S-102215,P-1025,West,47,2024-12-12T00:00:00.000Z
S-102216,P-1177,Central,56,2024-02-14T00:00:00.000Z
S-102217,P-1172,South,24,2024-11-25T00:00:00.000Z
S-102218,P-1007,East,49,2024-07-26T00:00:00.000Z
S-102219,P-1033,Central,73,2024-06-20T00:00:00.000Z
S-102220,P-1062,South,65,2024-04-04T00:00:00.000Z
S-102221,P-1114,North,76,2024-03-11T00:00:00.000Z
S-102222,P-1197,South,79,2024-01-29T00:00:00.000Z
S-102223,P-1180,East,28,2024-09-24T00:00:00.000Z
S-102224,P-1164,West,54,2024-12-02T00:00:00.000Z
S-102225,P-1159,South,57,2024-08-20T00:00:00.000Z
S-102226,P-1219,West,72,2024-01-24T00:00:00.000Z
S-102227,P-1057,East,32,2024-12-09T00:00:00.000Z
S-102228,P-1057,South,55,2024-04-17T00:00:00.000Z
S-102229,P-1073,East,50,2024-07-19T00:00:00.000Z
S-102230,P-1080,East,55,2024-12-16T00:00:00.000Z
S-102231,P-1115,East,71,2024-08-18T00:00:00.000Z
S-102232,P-1131,South,42,2024-05-20T00:00:00.000Z
S-102233,P-1098,East,42,2024-06-15T00:00:00.000Z
S-102234,P-1079,East,10,2024-08-07T00:00:00.000Z
S-102235,P-1052,North,64,2024-09-18T00:00:00.000Z
S-102236,P-1020,North,23,2024-08-11T00:00:00.000Z
S-102237,P-1121,West,64,2024-04-12T00:00:00.000Z
S-102238,P-1190,North,70,2024-05-18T00:00:00.000Z
S-102239,P-1038,West,78,2024-07-22T00:00:00.000Z
S-102240,P-1235,South,66,2024-01-15T00:00:00.000Z
S-102241,P-1019,West,52,2024-09-04T00:00:00.000Z
S-102242,P-1061,East,6,2024-02-18T00:00:00.000Z
S-102243,P-1048,North,19,2024-01-18T00:00:00.000Z
S-102244,P-1003,Central,10,2024-01-26T00:00:00.000Z
S-102245,P-1108,South,63,2024-08-22T00:00:00.000Z
S-102246,P-1036,Central,37,2024-12-01T00:00:00.000Z
S-102247,P-1006,East,43,2024-09-16T00:00:00.000Z
S-102248,P-1208,Central,56,2024-12-30T00:00:00.000Z
S-102249,P-1190,East,77,2024-02-11T00:00:00.000Z
S-102250,P-1157,East,40,2024-02-03T00:00:00.000Z
S-102251,P-1071,North,73,2024-09-14T00:00:00.000Z
S-102252,P-1186,North,75,2024-10-15T00:00:00.000Z
S-102253,P-1138,North,3,2024-04-29T00:00:00.000Z
S-102254,P-1076,East,47,2024-06-06T00:00:00.000Z
S-102255,P-1190,North,76,2024-06-30T00:00:00.000Z
S-102256,P-1080,North,66,2024-04-21T00:00:00.000Z
S-102257,P-1032,East,69,2024-08-24T00:00:00.000Z
S-102258,P-1218,West,15,2024-12-23T00:00:00.000Z
S-102259,P-1199,North,16,2024-03-23T00:00:00.000Z
S-102260,P-1085,South,11,2024-09-26T00:00:00.000Z
S-102261,P-1117,Central,4,2024-02-29T00:00:00.000Z
S-102262,P-1049,North,30,2024-08-30T00:00:00.000Z
S-102263,P-1219,South,8,2024-01-08T00:00:00.000Z
S-102264,P-1064,West,54,2024-07-07T00:00:00.000Z
S-102265,P-1073,South,25,2024-07-21T00:00:00.000Z
S-102266,P-1216,North,22,2024-04-17T00:00:00.000Z
S-102267,P-1191,East,41,2024-06-20T00:00:00.000Z
S-102268,P-1218,Central,46,2024-10-07T00:00:00.000Z
S-102269,P-1005,Central,50,2024-09-14T00:00:00.000Z
S-102270,P-1046,South,74,2024-08-29T00:00:00.000Z
S-102271,P-1005,South,20,2024-10-14T00:00:00.000Z
S-102272,P-1166,North,77,2024-07-05T00:00:00.000Z
S-102273,P-1024,West,48,2024-01-15T00:00:00.000Z
S-102274,P-1039,East,32,2024-07-21T00:00:00.000Z
S-102275,P-1200,West,38,2024-10-20T00:00:00.000Z
S-102276,P-1076,West,44,2024-01-11T00:00:00.000Z
S-102277,P-1044,East,33,2024-07-14T00:00:00.000Z
S-102278,P-1132,South,45,2024-04-05T00:00:00.000Z
S-102279,P-1148,East,52,2024-08-11T00:00:00.000Z
S-102280,P-1115,South,60,2024-02-27T00:00:00.000Z
S-102281,P-1238,North,57,2024-01-12T00:00:00.000Z
S-102282,P-1234,West,23,2024-08-17T00:00:00.000Z
S-102283,P-1206,North,40,2024-09-18T00:00:00.000Z
S-102284,P-1047,South,32,2024-02-06T00:00:00.000Z
S-102285,P-1051,West,66,2024-12-29T00:00:00.000Z
S-102286,P-1201,Central,56,2024-12-21T00:00:00.000Z
S-102287,P-1035,East,29,2024-05-24T00:00:00.000Z
S-102288,P-1189,West,75,2024-10-29T00:00:00.000Z
S-102289,P-1117,North,13,2024-04-14T00:00:00.000Z
S-102290,P-1081,East,67,2024-05-13T00:00:00.000Z
S-102291,P-1150,South,7,2024-09-11T00:00:00.000Z
S-102292,P-1116,Central,72,2024-04-24T00:00:00.000Z
S-102293,P-1087,North,10,2024-03-28T00:00:00.000Z
S-102294,P-1065,East,15,2024-06-21T00:00:00.000Z
S-102295,P-1005,Central,40,2024-08-24T00:00:00.000Z
S-102296,P-1174,West,8,2024-02-19T00:00:00.000Z
S-102297,P-1168,North,16,2024-12-20T00:00:00.000Z
S-102298,P-1003,East,58,2024-08-20T00:00:00.000Z
S-102299,P-1216,Central,62,2024-07-25T00:00:00.000Z
S-102300,P-1135,Central,14,2024-02-05T00:00:00.000Z
S-102301,P-1121,North,22,2024-02-10T00:00:00.000Z
S-102302,P-1184,Central,67,2024-12-10T00:00:00.000Z
S-102303,P-1156,East,21,2024-09-01T00:00:00.000Z
S-102304,P-1217,North,67,2024-12-06T00:00:00.000Z
S-102305,P-1148,East,33,2024-11-06T00:00:00.000Z
S-102306,P-1228,Central,30,2024-10-12T00:00:00.000Z
S-102307,P-1121,West,29,2024-12-21T00:00:00.000Z
S-102308,P-1013,West,50,2024-02-04T00:00:00.000Z
S-102309,P-1236,North,72,2024-04-28T00:00:00.000Z
S-102310,P-1007,West,3,2024-05-29T00:00:00.000Z
S-102311,P-1061,West,55,2024-04-04T00:00:00.000Z
S-102312,P-1100,North,80,2024-08-27T00:00:00.000Z
S-102313,P-1171,North,56,2024-09-24T00:00:00.000Z
S-102314,P-1200,Central,73,2024-09-17T00:00:00.000Z
S-102315,P-1057,South,37,2024-07-15T00:00:00.000Z
S-102316,P-1062,North,74,2024-06-14T00:00:00.000Z
S-102317,P-1159,South,41,2024-11-14T00:00:00.000Z
S-102318,P-1042,Central,42,2024-10-30T00:00:00.000Z
S-102319,P-1111,East,59,2024-07-29T00:00:00.000Z
S-102320,P-1172,East,49,2024-10-24T00:00:00.000Z
S-102321,P-1122,Central,16,2024-04-11T00:00:00.000Z
S-102322,P-1052,South,37,2024-04-05T00:00:00.000Z
S-102323,P-1204,Central,50,2024-07-22T00:00:00.000Z
S-102324,P-1013,West,30,2024-03-08T00:00:00.000Z
S-102325,P-1177,East,42,2024-12-25T00:00:00.000Z
S-102326,P-1098,South,16,2024-01-29T00:00:00.000Z
S-102327,P-1022,South,63,2024-10-19T00:00:00.000Z
S-102328,P-1084,West,14,2024-12-26T00:00:00.000Z
S-102329,P-1045,North,19,2024-09-11T00:00:00.000Z
S-102330,P-1124,East,54,2024-08-27T00:00:00.000Z
S-102331,P-1089,East,46,2024-12-09T00:00:00.000Z
S-102332,P-1157,South,60,2024-06-15T00:00:00.000Z
S-102333,P-1224,West,57,2024-02-24T00:00:00.000Z
S-102334,P-1051,West,59,2024-01-14T00:00:00.000Z
S-102335,P-1215,East,43,2024-07-20T00:00:00.000Z
S-102336,P-1235,South,69,2024-02-13T00:00:00.000Z
S-102337,P-1161,East,15,2024-05-05T00:00:00.000Z
S-102338,P-1186,East,40,2024-10-28T00:00:00.000Z
S-102339,P-1171,North,9,2024-06-15T00:00:00.000Z
S-102340,P-1019,Central,19,2024-01-02T00:00:00.000Z
S-102341,P-1002,West,54,2024-11-18T00:00:00.000Z
S-102342,P-1048,North,29,2024-10-09T00:00:00.000Z
S-102343,P-1154,West,12,2024-04-21T00:00:00.000Z
S-102344,P-1083,Central,4,2024-11-03T00:00:00.000Z
S-102345,P-1012,North,76,2024-06-29T00:00:00.000Z
S-102346,P-1097,North,46,2024-12-12T00:00:00.000Z
S-102347,P-1047,South,51,2024-01-22T00:00:00.000Z
S-102348,P-1021,North,6,2024-10-25T00:00:00.000Z
S-102349,P-1056,Central,23,2024-06-24T00:00:00.000Z
S-102350,P-1023,West,75,2024-01-30T00:00:00.000Z
S-102351,P-1075,North,25,2024-12-15T00:00:00.000Z
S-102352,P-1006,West,67,2024-12-30T00:00:00.000Z
S-102353,P-1054,East,14,2024-10-06T00:00:00.000Z
S-102354,P-1124,Central,57,2024-06-03T00:00:00.000Z
S-102355,P-1087,East,44,2024-11-25T00:00:00.000Z
S-102356,P-1205,West,35,2024-09-12T00:00:00.000Z
S-102357,P-1049,West,49,2024-12-09T00:00:00.000Z
S-102358,P-1131,West,41,2024-04-04T00:00:00.000Z
S-102359,P-1205,South,34,2024-08-06T00:00:00.000Z
S-102360,P-1042,West,58,2024-03-03T00:00:00.000Z
S-102361,P-1177,West,59,2024-02-13T00:00:00.000Z
S-102362,P-1105,East,64,2024-11-03T00:00:00.000Z
S-102363,P-1008,Central,25,2024-12-27T00:00:00.000Z
S-102364,P-1174,East,23,2024-11-02T00:00:00.000Z
S-102365,P-1052,West,39,2024-04-24T00:00:00.000Z
S-102366,P-1021,North,78,2024-06-28T00:00:00.000Z
S-102367,P-1071,East,26,2024-06-13T00:00:00.000Z
S-102368,P-1028,South,70,2024-10-22T00:00:00.000Z
S-102369,P-1134,West,63,2024-12-12T00:00:00.000Z
S-102370,P-1120,East,20,2024-03-16T00:00:00.000Z
S-102371,P-1151,South,68,2024-09-29T00:00:00.000Z
S-102372,P-1218,East,11,2024-10-04T00:00:00.000Z
S-102373,P-1161,East,20,2024-07-14T00:00:00.000Z
S-102374,P-1228,Central,50,2024-03-30T00:00:00.000Z
S-102375,P-1041,West,45,2024-02-09T00:00:00.000Z
S-102376,P-1026,Central,6,2024-04-05T00:00:00.000Z
S-102377,P-1059,East,72,2024-01-23T00:00:00.000Z
S-102378,P-1091,South,23,2024-04-12T00:00:00.000Z
S-102379,P-1096,Central,26,2024-05-21T00:00:00.000Z
S-102380,P-1121,West,52,2024-06-23T00:00:00.000Z
S-102381,P-1096,East,59,2024-07-14T00:00:00.000Z
S-102382,P-1237,West,10,2024-07-29T00:00:00.000Z
S-102383,P-1138,East,46,2024-08-27T00:00:00.000Z
S-102384,P-1066,Central,3,2024-01-07T00:00:00.000Z
S-102385,P-1121,West,42,2024-07-20T00:00:00.000Z
S-102386,P-1218,South,76,2024-01-08T00:00:00.000Z
S-102387,P-1011,West,7,2024-05-01T00:00:00.000Z
S-102388,P-1001,West,25,2024-05-29T00:00:00.000Z
S-102389,P-1182,East,5,2024-05-08T00:00:00.000Z
S-102390,P-1128,South,32,2024-06-29T00:00:00.000Z
S-102391,P-1019,North,39,2024-04-08T00:00:00.000Z
S-102392,P-1136,South,74,2024-04-30T00:00:00.000Z
S-102393,P-1236,Central,3,2024-03-09T00:00:00.000Z
S-102394,P-1137,North,66,2024-12-07T00:00:00.000Z
S-102395,P-1136,South,34,2024-02-13T00:00:00.000Z
S-102396,P-1139,North,79,2024-02-12T00:00:00.000Z
S-102397,P-1011,North,51,2024-05-30T00:00:00.000Z
S-102398,P-1095,East,61,2024-07-04T00:00:00.000Z
S-102399,P-1206,East,55,2024-12-07T00:00:00.000Z
S-102400,P-1012,Central,75,2024-06-13T00:00:00.000Z
S-102401,P-1191,Central,3,2024-01-21T00:00:00.000Z
S-102402,P-1055,North,33,2024-07-08T00:00:00.000Z
S-102403,P-1045,South,54,2024-09-24T00:00:00.000Z
S-102404,P-1120,North,28,2024-12-09T00:00:00.000Z
S-102405,P-1227,North,49,2024-08-22T00:00:00.000Z
S-102406,P-1008,Central,71,2024-06-30T00:00:00.000Z
S-102407,P-1174,Central,15,2024-02-13T00:00:00.000Z
S-102408,P-1162,East,14,2024-01-09T00:00:00.000Z
S-102409,P-1168,North,4,2024-09-16T00:00:00.000Z
S-102410,P-1028,West,74,2024-04-05T00:00:00.000Z
S-102411,P-1172,North,40,2024-05-29T00:00:00.000Z
S-102412,P-1090,Central,51,2024-06-15T00:00:00.000Z
S-102413,P-1150,West,24,2024-04-28T00:00:00.000Z
